campaign_id,date,channel,market,objective,device,campaign_type,impressions,clicks,spend_usd,conversions,revenue_usd,ctr,cpc,cvr,roas,cpa
CMP-00010,2025-08-15,Retail Media,Brazil,Conversion,Mobile,Brand,87594,1701,1136.99,76,4827.42,0.01941913829714364,0.668424456202234,0.04467960023515579,4.245789320926305,14.960394736842105
CMP-00011,2025-12-24,Paid Social,Brazil,Consideration,Desktop,Non-Brand,18512,336,137.58,7,462.58,0.018150388936905792,0.4094642857142857,0.020833333333333332,3.3622619566797494,19.654285714285717
CMP-00012,2025-03-30,Paid Social,Colombia,Conversion,Mobile,Prospecting,106158,1196,764.51,52,3196.48,0.011266225814352193,0.6392224080267559,0.043478260869565216,4.181083308262809,14.702115384615384
CMP-00013,2025-06-04,Paid Social,Chile,Conversion,Desktop,Brand,25756,421,200.71,17,1449.17,0.01634570585494642,0.4767458432304038,0.040380047505938245,7.220218225300185,11.806470588235294
CMP-00014,2025-12-12,Paid Search,Brazil,Conversion,Mobile,Prospecting,96460,2809,827.37,146,11903.53,0.02912087912087912,0.2945425418298327,0.05197579209683161,14.387190736913352,5.6669178082191785
CMP-00015,2025-02-11,Programmatic,Mexico,Awareness,Desktop,Prospecting,86291,744,320.12,19,1354.87,0.008621988388128542,0.4302688172043011,0.025537634408602152,4.232381606897413,16.84842105263158
CMP-00016,2025-09-13,Programmatic,Colombia,Consideration,Mobile,Brand,149409,1652,1113.36,35,2361.88,0.011056897509520845,0.6739467312348668,0.0211864406779661,2.121398289861321,31.810285714285712
CMP-00017,2025-12-16,Paid Social,Argentina,Consideration,Mobile,Prospecting,15900,213,123.68,12,886.03,0.01339622641509434,0.5806572769953052,0.056338028169014086,7.163890685640362,10.306666666666667
CMP-00018,2025-12-01,Programmatic,Argentina,Conversion,Mobile,Brand,130059,900,903.16,24,1828.49,0.0069199363365857035,1.003511111111111,0.02666666666666667,2.0245471455777495,37.63166666666667
CMP-00019,2025-09-04,Retail Media,Colombia,Conversion,Mobile,Non-Brand,80320,2084,894.59,129,7146.12,0.02594621513944223,0.4292658349328215,0.06190019193857965,7.988150996545904,6.934806201550388
CMP-00020,2025-11-22,Retail Media,Colombia,Conversion,Desktop,Prospecting,6593,87,70.41,2,130.01,0.013195813741847414,0.8093103448275861,0.022988505747126436,1.8464706717795767,35.205
CMP-00021,2025-03-13,Paid Search,Brazil,Conversion,Mobile,Prospecting,110346,4265,1173.14,353,20200.84,0.03865115183151179,0.2750621336459555,0.08276670574443142,17.21946229776497,3.3233427762039662
CMP-00022,2025-10-04,Paid Search,Mexico,Consideration,Mobile,Brand,141764,4078,1655.93,395,31194.39,0.028766118337518694,0.40606424717999023,0.09686120647376165,18.83798832076235,4.192227848101266
CMP-00023,2025-09-03,Paid Search,Argentina,Conversion,Desktop,Brand,69562,2273,630.26,265,16537.35,0.032675886259739516,0.2772811262648482,0.11658600967883855,26.23893313870466,2.3783396226415094
CMP-00024,2025-07-04,Paid Search,Argentina,Conversion,Desktop,Prospecting,5862,219,56.47,5,286.04,0.03735926305015353,0.2578538812785388,0.0228310502283105,5.0653444306711535,11.294
CMP-00025,2025-12-29,Retail Media,Brazil,Consideration,Mobile,Brand,39805,601,440.71,34,2517.44,0.015098605702801155,0.7332945091514143,0.056572379367720464,5.712237071997459,12.96205882352941
CMP-00026,2025-11-05,Retail Media,Argentina,Conversion,Mobile,Brand,14284,142,143.47,9,599.7,0.009941192943153179,1.0103521126760564,0.06338028169014084,4.17996793754792,15.94111111111111
CMP-00027,2025-03-18,Paid Social,Brazil,Conversion,Desktop,Non-Brand,71620,1040,531.79,29,2039.15,0.014521083496230103,0.5113365384615385,0.027884615384615386,3.8345023411497023,18.33758620689655
CMP-00028,2025-12-24,Paid Social,Argentina,Conversion,Desktop,Prospecting,13033,241,91.79,11,922.76,0.018491521522289573,0.38087136929460585,0.04564315352697095,10.052946944111559,8.344545454545456
CMP-00029,2025-11-08,Programmatic,Colombia,Consideration,Desktop,Brand,122559,1443,744.41,29,2559.06,0.011773921131863022,0.5158766458766458,0.020097020097020097,3.4377023414516197,25.669310344827586
CMP-00030,2025-05-17,Programmatic,Argentina,Consideration,Mobile,Retargeting,89187,1111,406.26,39,2695.67,0.01245697242871719,0.36567056705670564,0.0351035103510351,6.6353320533648406,10.416923076923077
CMP-00031,2025-09-13,Paid Search,Argentina,Conversion,Mobile,Brand,108242,2762,1142.09,146,8608.6,0.025516897322665877,0.4135010861694424,0.05286024619840695,7.537584603665211,7.822534246575342
CMP-00032,2025-10-13,Programmatic,Chile,Conversion,Desktop,Prospecting,116896,1497,714.15,29,1862.42,0.012806255132767588,0.47705410821643285,0.019372077488309953,2.6078834978645946,24.625862068965517
CMP-00033,2025-03-22,Paid Search,Mexico,Conversion,Desktop,Retargeting,102170,4764,1001.78,280,19500.36,0.04662816873837721,0.21028127623845508,0.05877413937867338,19.465711034358844,3.577785714285714
CMP-00034,2025-04-06,Retail Media,Colombia,Awareness,Mobile,Retargeting,59742,541,529.36,21,1098.18,0.009055605771484048,0.9784842883548983,0.038817005545286505,2.0745428441892098,25.207619047619048
CMP-00035,2025-03-09,Paid Search,Chile,Conversion,Mobile,Retargeting,136618,6116,1362.2,425,28805.3,0.04476716098903512,0.22272727272727275,0.06948986265533028,21.146160622522387,3.2051764705882353
CMP-00036,2025-06-19,Paid Search,Brazil,Conversion,Desktop,Prospecting,148227,4856,1505.97,274,19793.21,0.032760563190241995,0.31012561779242176,0.05642504118616145,13.143163542434444,5.496240875912409
CMP-00037,2025-12-15,Paid Social,Mexico,Conversion,Mobile,Brand,35454,482,228.91,10,764.33,0.013595080949963333,0.4749170124481328,0.02074688796680498,3.3389978594207332,22.891
CMP-00038,2025-05-23,Paid Search,Colombia,Conversion,Mobile,Non-Brand,30712,1042,334.46,23,1536.67,0.03392810627767648,0.320978886756238,0.022072936660268713,4.5944806553848,14.541739130434781
CMP-00039,2025-05-05,Retail Media,Argentina,Conversion,Mobile,Non-Brand,142874,3307,1638.93,104,6177.45,0.023146268740288647,0.4955941941336559,0.03144844269730874,3.769196976075854,15.758942307692308
CMP-00040,2025-12-03,Paid Social,Mexico,Conversion,Mobile,Brand,93889,1094,765.33,32,2527.84,0.011652057216500335,0.6995703839122487,0.029250457038391225,3.3029412149007618,23.9165625
CMP-00041,2025-06-11,Paid Social,Argentina,Conversion,Mobile,Non-Brand,83284,1118,536.65,44,2829.55,0.013423946976610153,0.48000894454382825,0.03935599284436494,5.272617162023666,12.196590909090908
CMP-00042,2025-01-23,Paid Social,Argentina,Conversion,Mobile,Retargeting,133737,1756,816.55,55,3128.9,0.013130248173654262,0.46500569476082004,0.03132118451025057,3.8318535300961365,14.846363636363636
CMP-00043,2025-08-28,Retail Media,Brazil,Consideration,Mobile,Prospecting,21160,470,293.55,30,1895.85,0.0222117202268431,0.6245744680851064,0.06382978723404255,6.45835462442514,9.785
CMP-00044,2025-10-07,Paid Search,Chile,Awareness,Desktop,Retargeting,115279,3089,1236.75,155,10312.41,0.02679586047762385,0.40037228876659114,0.05017805114923923,8.338314129775622,7.9790322580645165
CMP-00045,2025-06-10,Paid Search,Argentina,Conversion,Desktop,Brand,97584,3267,1006.05,237,15640.69,0.03347884899163797,0.3079430670339761,0.07254361799816346,15.546632871129667,4.2449367088607595
CMP-00046,2025-12-12,Paid Search,Argentina,Conversion,Mobile,Retargeting,137203,2693,1028.46,164,9914.82,0.019627850702972967,0.3819012253991831,0.060898626067582624,9.640452715710868,6.27109756097561
CMP-00047,2025-01-01,Programmatic,Argentina,Conversion,Mobile,Prospecting,76934,933,420.07,19,1289.11,0.012127277926534431,0.4502357984994641,0.020364415862808145,3.0687980574666125,22.108947368421052
CMP-00048,2025-11-13,Programmatic,Colombia,Conversion,Mobile,Brand,21375,177,145.72,6,381.52,0.008280701754385965,0.8232768361581921,0.03389830508474576,2.6181718363985724,24.286666666666665
CMP-00049,2025-04-05,Programmatic,Argentina,Awareness,Desktop,Non-Brand,17981,155,92.94,5,378.89,0.008620210221900895,0.5996129032258064,0.03225806451612903,4.076716160964063,18.588
CMP-00050,2025-10-19,Paid Search,Argentina,Consideration,Mobile,Non-Brand,111322,3689,1032.04,338,21041.23,0.03313810387883796,0.2797614529682841,0.09162374627270263,20.38799852718887,3.0533727810650886
CMP-00051,2025-06-22,Paid Search,Colombia,Awareness,Mobile,Prospecting,108506,2770,800.84,199,13591.39,0.02552854220043131,0.2891119133574007,0.07184115523465703,16.971417511612806,4.024321608040201
CMP-00052,2025-08-25,Paid Search,Mexico,Consideration,Mobile,Brand,47746,1240,390.55,75,4737.83,0.02597076194864491,0.3149596774193548,0.06048387096774194,12.131173985405198,5.207333333333334
CMP-00053,2025-10-05,Paid Social,Mexico,Conversion,Desktop,Brand,6964,145,35.75,8,550.61,0.020821367030442274,0.24655172413793103,0.05517241379310345,15.401678321678322,4.46875
CMP-00054,2025-11-24,Paid Social,Brazil,Conversion,Desktop,Non-Brand,33983,456,254.74,8,615.94,0.01341847394285378,0.558640350877193,0.017543859649122806,2.417916306822643,31.8425
CMP-00055,2025-08-10,Programmatic,Brazil,Conversion,Desktop,Non-Brand,81082,764,496.12,18,1089.84,0.00942255987765472,0.6493717277486911,0.02356020942408377,2.196726598403612,27.56222222222222
CMP-00056,2025-08-21,Paid Search,Colombia,Conversion,Mobile,Prospecting,149041,5232,1711.83,128,8010.26,0.035104434350279455,0.32718463302752293,0.024464831804281346,4.679354842478517,13.373671875
CMP-00057,2025-06-07,Retail Media,Chile,Conversion,Desktop,Non-Brand,136172,2621,1286.08,136,12864.28,0.019247716123725875,0.4906829454406715,0.05188859214040443,10.002705896989301,9.456470588235293
CMP-00058,2025-01-20,Paid Social,Brazil,Conversion,Desktop,Brand,88812,1257,643.19,28,1962.55,0.014153492771247129,0.511686555290374,0.022275258552108195,3.051275672818296,22.97107142857143
CMP-00059,2025-03-11,Retail Media,Brazil,Conversion,Desktop,Non-Brand,56692,1236,633.2,65,3995.83,0.021802017921399845,0.5122977346278318,0.052588996763754045,6.310533796588755,9.741538461538463
CMP-00060,2025-02-12,Paid Social,Chile,Conversion,Mobile,Non-Brand,130308,2057,976.62,37,3203.38,0.015785677011388402,0.47477880408361695,0.01798736023334954,3.280067989596773,26.395135135135135
CMP-00061,2025-10-14,Paid Search,Mexico,Consideration,Mobile,Non-Brand,133715,4596,1388.15,262,19740.6,0.03437161126276035,0.30203437771975633,0.05700609225413403,14.22079746425098,5.298282442748092
CMP-00062,2025-02-09,Paid Search,Mexico,Conversion,Mobile,Brand,74371,2308,755.97,116,8149.45,0.031033601807156017,0.3275433275563258,0.05025996533795494,10.780123549876317,6.51698275862069
CMP-00063,2025-03-10,Paid Social,Mexico,Consideration,Desktop,Brand,90340,1445,531.43,68,4343.45,0.015995129510737217,0.3677716262975778,0.047058823529411764,8.173136631353142,7.815147058823529
CMP-00064,2025-03-24,Paid Social,Brazil,Conversion,Mobile,Prospecting,23241,555,176.52,15,797.25,0.02388021169484962,0.31805405405405407,0.02702702702702703,4.516485384092454,11.768
CMP-00065,2025-09-22,Programmatic,Brazil,Awareness,Mobile,Non-Brand,39507,330,293.79,4,288.19,0.008352950110107069,0.8902727272727273,0.012121212121212121,0.9809387657850845,73.4475
CMP-00066,2025-04-24,Paid Social,Mexico,Conversion,Desktop,Brand,94725,964,644.13,36,2704.61,0.010176827659012932,0.6681846473029046,0.03734439834024896,4.198857373511559,17.8925
CMP-00067,2025-07-01,Paid Social,Argentina,Conversion,Mobile,Brand,91265,1482,696.54,36,2062.07,0.016238426560017533,0.47,0.024291497975708502,2.960447354064376,19.348333333333333
CMP-00068,2025-09-06,Retail Media,Argentina,Conversion,Mobile,Non-Brand,123622,1730,1451.94,98,5756.53,0.013994272864053324,0.8392716763005781,0.056647398843930635,3.9647161728446076,14.815714285714286
CMP-00069,2025-07-21,Paid Social,Argentina,Awareness,Mobile,Non-Brand,79996,819,580.05,40,2312.5,0.010238011900595029,0.7082417582417582,0.04884004884004884,3.98672528230325,14.501249999999999
CMP-00070,2025-06-26,Retail Media,Mexico,Conversion,Mobile,Brand,114028,3253,1010.79,127,8681.79,0.028528080822254182,0.31072548416845985,0.03904088533661236,8.589113465705044,7.958976377952756
CMP-00071,2025-05-21,Paid Search,Argentina,Consideration,Mobile,Non-Brand,84170,3188,792.18,106,7479.65,0.03787572769395271,0.24848808030112923,0.033249686323713924,9.441856648741448,7.473396226415094
CMP-00072,2025-12-10,Programmatic,Mexico,Awareness,Mobile,Prospecting,72767,625,422.4,19,1489.13,0.008589058226943532,0.67584,0.0304,3.5254024621212126,22.23157894736842
CMP-00073,2025-03-16,Paid Search,Argentina,Conversion,Desktop,Non-Brand,86046,2346,728.21,127,7279.91,0.027264486437486926,0.3104049445865303,0.05413469735720375,9.99699262575356,5.733937007874016
CMP-00074,2025-10-17,Paid Social,Argentina,Consideration,Desktop,Brand,21036,259,162.96,8,468.66,0.012312226659060658,0.6291891891891892,0.03088803088803089,2.875920471281296,20.37
CMP-00075,2025-03-03,Paid Social,Mexico,Conversion,Tablet,Non-Brand,24039,355,176.88,11,848.34,0.014767669204209825,0.4982535211267605,0.030985915492957747,4.796132971506106,16.08
CMP-00076,2025-06-24,Paid Social,Mexico,Consideration,Desktop,Prospecting,26953,362,169.47,13,885.45,0.013430786925388639,0.46814917127071826,0.03591160220994475,5.224818551956099,13.036153846153846
CMP-00077,2025-08-23,Paid Social,Argentina,Awareness,Mobile,Non-Brand,119093,506,744.71,29,1807.01,0.00424878036492489,1.4717588932806325,0.05731225296442688,2.4264613070859795,25.679655172413796
CMP-00078,2025-04-17,Paid Social,Colombia,Conversion,Mobile,Non-Brand,116087,1814,972.24,76,4280.45,0.015626211375950796,0.5359647188533627,0.04189636163175303,4.402668065498231,12.792631578947368
CMP-00079,2025-04-11,Retail Media,Brazil,Conversion,Mobile,Prospecting,17347,383,166.41,13,817.06,0.02207874560442728,0.43449086161879896,0.033942558746736295,4.909921278769304,12.80076923076923
CMP-00080,2025-03-04,Paid Social,Chile,Conversion,Desktop,Brand,115569,1269,844.15,34,2592.32,0.010980453235729305,0.6652088258471237,0.026792750197005517,3.0709234140851747,24.82794117647059
CMP-00081,2025-01-06,Paid Social,Mexico,Conversion,Mobile,Retargeting,133051,2109,1077.15,48,3782.44,0.015851064629352655,0.5107396870554766,0.02275960170697013,3.511525785638026,22.440625
CMP-00082,2025-04-07,Programmatic,Colombia,Conversion,Mobile,Brand,61419,554,443.3,11,682.52,0.009020010094596135,0.8001805054151625,0.019855595667870037,1.5396345589893976,40.300000000000004
CMP-00083,2025-03-12,Paid Search,Argentina,Conversion,Mobile,Retargeting,9607,208,108.68,12,751.51,0.02165087956698241,0.5225000000000001,0.057692307692307696,6.914887743835112,9.056666666666667
CMP-00084,2025-08-26,Paid Search,Argentina,Conversion,Mobile,Prospecting,90134,2468,877.82,46,2673.89,0.027381454279184324,0.3556807131280389,0.018638573743922204,3.0460572782575013,19.08304347826087
CMP-00085,2025-12-03,Paid Search,Argentina,Conversion,Mobile,Prospecting,45320,1762,302.73,144,9663.98,0.03887908208296558,0.17181044267877413,0.08172531214528944,31.922769464539353,2.102291666666667
CMP-00086,2025-01-10,Paid Search,Chile,Awareness,Desktop,Prospecting,149299,5027,1644.8,368,19898.27,0.033670687680426525,0.3271931569524567,0.07320469464889597,12.097683608949417,4.469565217391304
CMP-00087,2025-09-17,Programmatic,Argentina,Conversion,Mobile,Retargeting,10115,127,67.02,5,242.37,0.012555610479485913,0.5277165354330708,0.03937007874015748,3.6163831692032233,13.404
CMP-00088,2025-05-28,Paid Social,Chile,Conversion,Desktop,Non-Brand,116636,2248,943.21,78,5897.44,0.01927363764189444,0.4195774021352313,0.03469750889679715,6.252520647575831,12.092435897435898
CMP-00089,2025-07-31,Paid Search,Brazil,Conversion,Mobile,Brand,129604,3512,1272.14,188,13175.36,0.02709792907626308,0.3622266514806378,0.05353075170842825,10.356847516782743,6.766702127659575
CMP-00090,2025-12-18,Paid Social,Brazil,Conversion,Desktop,Prospecting,106234,1533,621.66,44,3148.38,0.01443040834384472,0.40551859099804305,0.028701891715590344,5.064472541260496,14.128636363636362
CMP-00091,2025-05-27,Programmatic,Brazil,Conversion,Mobile,Retargeting,135898,1617,687.59,42,2739.56,0.011898629854743999,0.4252257266542981,0.025974025974025976,3.9842929652845442,16.371190476190478
CMP-00092,2025-02-13,Retail Media,Chile,Conversion,Desktop,Prospecting,132731,3017,1442.47,231,18345.53,0.022730183604433025,0.47811402055021546,0.0765661252900232,12.718136252400395,6.244458874458875
CMP-00093,2025-10-26,Paid Social,Argentina,Conversion,Desktop,Prospecting,92943,1757,434.55,53,3819.45,0.018904059477314054,0.2473249857712009,0.03016505406943654,8.789437348981705,8.199056603773585
CMP-00094,2025-11-21,Paid Search,Argentina,Conversion,Mobile,Non-Brand,129663,3492,1214.45,304,19879.61,0.02693135281460401,0.34778064146620846,0.08705612829324169,16.369228869035364,3.9949013157894737
CMP-00095,2025-04-07,Retail Media,Mexico,Conversion,Desktop,Retargeting,115168,2254,1519.92,131,10446.52,0.019571408724645734,0.674321206743567,0.058118899733806566,6.873072266961419,11.602442748091603
CMP-00096,2025-08-01,Programmatic,Argentina,Conversion,Mobile,Prospecting,104603,894,632.51,25,1259.44,0.008546600001911991,0.7075055928411633,0.02796420581655481,1.9911780050908288,25.3004
CMP-00097,2025-08-20,Paid Search,Brazil,Conversion,Mobile,Brand,34266,1253,329.22,86,5902.89,0.036566859277417846,0.26274541101356746,0.06863527533918595,17.92992527792965,3.828139534883721
CMP-00098,2025-02-17,Paid Search,Mexico,Consideration,Mobile,Prospecting,128303,3485,1266.68,240,14443.29,0.027162264327412453,0.36346628407460546,0.06886657101865136,11.402477342343765,5.277833333333334
CMP-00099,2025-01-05,Paid Search,Brazil,Conversion,Mobile,Prospecting,10962,416,128.71,47,2757.22,0.03794927932858967,0.3093990384615385,0.11298076923076923,21.42195633594903,2.7385106382978726
CMP-00100,2025-01-09,Paid Social,Argentina,Consideration,Mobile,Retargeting,19874,376,166.73,19,1154.19,0.018919190902686928,0.44343085106382973,0.05053191489361702,6.9225094464103645,8.775263157894736
CMP-00101,2025-08-24,Programmatic,Brazil,Conversion,Mobile,Retargeting,108763,804,625.85,25,1561.97,0.007392219780623925,0.7784203980099503,0.03109452736318408,2.4957577694335704,25.034000000000002
CMP-00102,2025-08-14,Paid Social,Chile,Conversion,Mobile,Non-Brand,138552,1737,1374.95,55,3917.57,0.012536809284600728,0.7915659182498561,0.03166378814047208,2.8492454271064402,24.99909090909091
CMP-00103,2025-12-21,Programmatic,Argentina,Conversion,Mobile,Non-Brand,134600,944,796.83,29,2488.27,0.007013372956909361,0.8440995762711865,0.03072033898305085,3.1227112433015822,27.47689655172414
CMP-00104,2025-08-07,Paid Social,Argentina,Conversion,Mobile,Prospecting,133822,1743,788.15,53,3225.4,0.01302476423906383,0.45218014916810095,0.030407343660355707,4.092368204022077,14.870754716981132
CMP-00105,2025-09-16,Programmatic,Brazil,Conversion,Mobile,Retargeting,131697,913,937.55,16,1080.08,0.00693258008914402,1.0268893756845563,0.017524644030668127,1.1520238920590902,58.596875
CMP-00106,2025-06-20,Paid Social,Colombia,Consideration,Desktop,Prospecting,41330,559,293.17,37,2240.56,0.013525284297120736,0.5244543828264758,0.06618962432915922,7.642528225943991,7.923513513513514
CMP-00107,2025-01-29,Paid Social,Colombia,Conversion,Tablet,Brand,74033,1302,502.9,59,3385.38,0.017586751853902988,0.38625192012288784,0.04531490015360983,6.731716046927819,8.523728813559321
CMP-00108,2025-05-03,Paid Search,Argentina,Conversion,Mobile,Non-Brand,37865,736,294.28,18,1110.6,0.01943747524098772,0.3998369565217391,0.024456521739130436,3.7739567758597254,16.348888888888887
CMP-00109,2025-08-04,Paid Social,Brazil,Conversion,Desktop,Brand,108570,1185,804.77,55,3986.58,0.01091461729759602,0.6791308016877637,0.046413502109704644,4.953688631534476,14.632181818181818
CMP-00110,2025-09-10,Paid Search,Argentina,Consideration,Desktop,Non-Brand,61076,2073,688.23,171,9045.51,0.03394131901237802,0.3319971056439942,0.0824891461649783,13.143149819101172,4.024736842105264
CMP-00111,2025-04-26,Paid Search,Argentina,Conversion,Mobile,Brand,72559,2251,616.85,102,6041.9,0.031023029534585647,0.2740337627721013,0.04531319413593958,9.794763718894382,6.047549019607843
CMP-00112,2025-02-16,Paid Social,Mexico,Conversion,Mobile,Retargeting,93190,1159,676.34,36,2755.87,0.012436956755016633,0.5835547886108715,0.031061259706643658,4.074681373273797,18.787222222222223
CMP-00113,2025-12-02,Paid Search,Mexico,Conversion,Mobile,Retargeting,66429,2047,585.21,170,13185.68,0.030814854957925002,0.2858866634098681,0.08304836345872008,22.531535688043608,3.4424117647058825
CMP-00114,2025-03-25,Retail Media,Mexico,Consideration,Mobile,Prospecting,43846,1198,554.33,52,3245.06,0.027322902887378552,0.4627128547579299,0.04340567612687813,5.854021972471271,10.66019230769231
CMP-00115,2025-01-07,Paid Search,Mexico,Conversion,Desktop,Brand,38261,1151,353.02,90,6516.46,0.030082851990277305,0.30670721112076454,0.07819287576020852,18.459180782958473,3.9224444444444444
CMP-00116,2025-05-30,Paid Search,Argentina,Conversion,Mobile,Non-Brand,113635,4301,694.9,352,21130.71,0.03784925419105029,0.1615670774238549,0.08184143222506395,30.408274571880845,1.9741477272727272
CMP-00117,2025-01-05,Retail Media,Brazil,Consideration,Mobile,Prospecting,109457,1873,1147.57,138,9902.37,0.01711174251075765,0.6126908702616124,0.07367859049652963,8.628989952682627,8.315724637681159
CMP-00118,2025-08-28,Paid Search,Mexico,Conversion,Desktop,Non-Brand,17328,522,127.43,33,2685.58,0.03012465373961219,0.24411877394636017,0.06321839080459771,21.07494310601899,3.861515151515152
CMP-00119,2025-02-05,Paid Social,Mexico,Conversion,Mobile,Retargeting,105392,1442,623.23,34,2471.09,0.013682252922422955,0.4321983356449376,0.023578363384188627,3.964972802978034,18.33029411764706
CMP-00120,2025-04-24,Paid Social,Mexico,Consideration,Mobile,Non-Brand,77129,871,436.68,27,2176.52,0.011292769256699815,0.5013547646383467,0.030998851894374284,4.9842447558853165,16.173333333333332
CMP-00121,2025-05-04,Paid Social,Colombia,Conversion,Mobile,Prospecting,91452,1420,663.9,43,2489.71,0.015527271136771202,0.4675352112676056,0.03028169014084507,3.7501280313300196,15.43953488372093
CMP-00122,2025-09-20,Programmatic,Mexico,Conversion,Mobile,Prospecting,135509,1064,744.25,20,1218.05,0.007851876997099824,0.699483082706767,0.018796992481203006,1.6366140409808532,37.2125
CMP-00123,2025-11-19,Programmatic,Mexico,Conversion,Desktop,Prospecting,96486,975,601.93,24,2237.72,0.010105092966855295,0.6173641025641026,0.024615384615384615,3.71757513332115,25.080416666666665
CMP-00124,2025-09-05,Paid Social,Brazil,Consideration,Mobile,Non-Brand,148545,1300,927.62,80,5891.66,0.008751556767309569,0.7135538461538462,0.06153846153846154,6.35137232918652,11.59525
CMP-00125,2025-07-26,Paid Search,Argentina,Conversion,Mobile,Non-Brand,96963,3821,1029.06,213,13717.94,0.03940678403102214,0.26931693274012036,0.05574456948442816,13.330554097914602,4.831267605633802
CMP-00126,2025-03-25,Paid Search,Mexico,Conversion,Mobile,Retargeting,114206,3722,1057.07,166,11892.67,0.032590231686601405,0.2840059108006448,0.0445996775926921,11.250598352048588,6.36789156626506
CMP-00127,2025-08-30,Programmatic,Chile,Consideration,Mobile,Retargeting,57852,464,367.76,5,449.95,0.008020466016732352,0.7925862068965517,0.010775862068965518,1.2234881444420274,73.55199999999999
CMP-00128,2025-09-27,Paid Social,Mexico,Conversion,Mobile,Non-Brand,46196,783,267.67,19,1279.94,0.01694951943891246,0.34185185185185185,0.024265644955300127,4.781783539432884,14.087894736842106
CMP-00129,2025-01-17,Programmatic,Mexico,Awareness,Desktop,Prospecting,26016,201,146.81,4,312.36,0.007726014760147602,0.7303980099502487,0.01990049751243781,2.127647980382808,36.7025
CMP-00130,2025-07-31,Paid Social,Colombia,Conversion,Desktop,Prospecting,52011,663,311.42,17,1170.92,0.012747303455038357,0.4697134238310709,0.02564102564102564,3.7599383469269796,18.318823529411766
CMP-00131,2025-03-05,Paid Search,Argentina,Conversion,Mobile,Non-Brand,75918,2538,700.86,294,18188.29,0.0334308069232593,0.27614657210401894,0.11583924349881797,25.95138829438119,2.383877551020408
CMP-00132,2025-02-01,Programmatic,Chile,Consideration,Mobile,Non-Brand,23154,193,151.84,8,539.33,0.00833549278742334,0.7867357512953368,0.04145077720207254,3.5519625922023184,18.98
CMP-00133,2025-05-19,Programmatic,Brazil,Conversion,Desktop,Prospecting,63721,586,343.53,10,852.39,0.009196340295977778,0.5862286689419794,0.017064846416382253,2.4812680115273777,34.352999999999994
CMP-00134,2025-10-18,Programmatic,Mexico,Awareness,Desktop,Non-Brand,48669,406,256.85,16,1015.55,0.008342065791366168,0.6326354679802956,0.03940886699507389,3.9538641230290046,16.053125
CMP-00135,2025-08-18,Programmatic,Brazil,Consideration,Mobile,Brand,80822,1012,616.44,18,1282.27,0.012521343198634035,0.6091304347826088,0.017786561264822136,2.0801213418986437,34.24666666666667
CMP-00136,2025-11-22,Paid Search,Argentina,Conversion,Mobile,Prospecting,50883,1605,525.28,95,5700.23,0.03154295147691764,0.3272772585669782,0.059190031152647975,10.851793329272008,5.529263157894737
CMP-00137,2025-10-02,Paid Search,Mexico,Conversion,Mobile,Prospecting,51523,1689,466.13,127,8434.82,0.032781476233914954,0.2759798697454115,0.07519242155121374,18.095424023341128,3.6703149606299212
